"word" "word.freq" "doc.freq"
"405" "eilen" 175 156
"406" "staubig" 9 9
"407" "hälfte" 54 51
"408" "neubau" 5 5
"409" "steuern" 10 10
"410" "commercy" 4 3
"411" "all" 955 676
"412" "erreichen" 156 136
"413" "geschick" 27 26
"414" "waggon" 3 1
"415" "plätzchen" 4 4
"416" "decke" 54 48
"417" "decken" 43 40
"418" "shawls" 2 2
"419" "läuten" 19 18
"420" "pfeife" 72 55
"421" "pfeifen" 37 33
"422" "locomotive" 1 1
"423" "stürmen" 21 21
"424" "lustig" 85 81
"425" "gesellschaft" 322 241
"426" "fünfzehn" 36 33
"427" "cavaleristen" 2 2
"428" "infanterist" 2 2
"429" "civil" 4 4
"430" "geleit" 8 8
"431" "vollführen" 5 5
"432" "heidenlärm" 3 3
"433" "umarmung" 5 5
"434" "vielfach" 12 12
"435" "adieu" 20 16
"436" "beste" 102 95
"437" "alter" 105 95
"438" "fünfundzwanzig" 20 19
"439" "schön" 895 626
"440" "fällen" 96 90
"441" "himmel" 291 244
"442" "reisedecken" 1 1
"443" "entschuldigen" 59 54
"444" "höflich" 40 39
"445" "weise" 347 302
"446" "cigarre" 27 23
"447" "fenster" 380 256
"448" "schuld" 142 119
"449" "luft" 151 134
"450" "ohnehin" 12 12
"451" "ersticken" 42 39
"452" "beengen" 1 1
"453" "preis" 99 93
"454" "corps" 6 6
"455" "desertion" 1 1
"456" "unbemerkt" 19 19
"457" "toul" 2 1
"458" "platz" 286 238
"459" "schlimm" 132 120
"460" "reiseziel" 1 1
"461" "zauber" 29 29
"462" "wesen" 207 189
"463" "verschlossen" 16 15
"464" "stürmisch" 24 21
"465" "heiterkeit" 60 56
"466" "wasser" 180 140
"467" "meuse" 1 1
"468" "schöpfen" 27 27
"469" "kritik" 3 3
"470" "anstoß" 8 8
"471" "ausdrucksweise" 11 11
"472" "eigenthümlich" 26 24
"473" "echt" 41 36
"474" "soldatisch" 3 3
"475" "kaserne" 5 5
"476" "schmecken" 26 22
"477" "bezaubern" 21 20
"478" "fade" 6 6
"479" "großsprecherei" 1 1
"480" "geistvoll" 7 7
"481" "boshaft" 38 37
"482" "ausgelassen" 10 10
"483" "maß" 40 40
"484" "schilderung" 14 14
"485" "passen" 58 56
"486" "liegen" 788 583
"487" "erweisen" 54 53
"488" "aufmerksamkeit" 131 120
"489" "reisegefährtinnen" 1 1
"490" "ausschließlich" 22 22
"491" "gespannt" 16 15
"492" "theilnahme" 42 37
"493" "zuhören" 29 28
"494" "schaffen" 106 101
"495" "selb" 17 16
"496" "blond" 55 50
"497" "blitz" 59 45
"498" "thöricht" 14 14
"499" "gelegenheit" 155 142
"500" "verzaubern" 2 2
"501" "eifersüchtig" 32 31
"502" "schatz" 74 56
"503" "neigen" 69 68
"504" "hand" 1512 956
"505" "dieb" 20 16
"506" "sturm" 75 58
"507" "groß-gezogen" 1 1
"508" "natur" 149 133
"509" "abgeschlossenheit" 4 4
"510" "genirt" 3 3
"511" "plaudern" 48 47
"512" "erstaunlich" 11 10
"513" "aufgethaut" 2 2
"514" "engel" 94 79
"515" "erwachen" 81 75
"516" "herausfühlt" 1 1
"517" "erstaunt" 27 26
"518" "bahnhof" 2 2
"519" "einfahren" 8 8
"520" "meile" 38 36
"521" "zählen" 74 66
"522" "verabschieden" 28 28
"523" "gemüth" 36 35
"524" "gutherzigkeit" 4 4
"525" "bescheidenheit" 18 18
"526" "entsinnen" 11 11
"527" "wortlaut" 3 3
"528" "besagen" 2 2
"529" "reise" 126 102
"530" "nähern" 144 131
"531" "veranlassungen" 3 3
"532" "trennen" 88 84
"533" "station" 8 7
"534" "freundlich" 153 139
"535" "erinnerung" 148 132
"536" "nimmerwiedersehen" 1 1
"537" "recht" 799 604
"538" "kalt" 206 181
"539" "ereigniß" 37 37
"540" "zurückdachte" 2 2
"541" "verheirathe" 4 4
"542" "räuber" 33 28
"543" "begegnung" 24 22
"544" "freude" 276 246
"545" "familie" 327 256
"546" "vergnügen" 139 124
"547" "ausflug" 9 9
"548" "fein" 133 121
"549" "partie" 34 33
"550" "person" 161 145
"551" "frcs" 2 2
"552" "rente" 25 19
"553" "thaler" 73 28
"554" "lockspeise" 3 3
"555" "lerche" 7 7
"556" "heiratslustigen" 1 1
"557" "fräulein" 391 217
"558" "fühlen" 563 425
"559" "puls" 18 16
"560" "schwanken" 25 25
"561" "schein" 51 51
"562" "unentschiedenheit" 1 1
"563" "förmlich" 38 38
"564" "einmauern" 1 1
"565" "gleichgültigkeit" 41 39
"566" "abend" 461 371
"567" "filigrannadel" 1 1
"568" "treten" 597 468
"569" "wahrhaftig" 82 77
"570" "sou" 6 5
"571" "werth" 102 95
"572" "anhaltend" 11 11
"573" "ausweinen" 5 5
"574" "täuschen" 80 75
"575" "wirkung" 64 59
"576" "ursache" 66 62
"577" "fangen" 347 285
"578" "gethan" 199 175
"579" "mutterherzen" 1 1
"580" "teig" 2 2
"581" "backen" 20 18
"582" "geheimniß" 99 89
"583" "gedenken" 146 134
"584" "dringen" 101 93
"585" "wurzel" 19 18
"586" "fassen" 262 233
"587" "samenkorn" 2 2
"588" "baum" 148 117
"589" "erwachsen" 14 14
"590" "ideal" 16 16
"591" "barbarisch" 9 9
"592" "unbekannte" 78 42
"593" "versagen" 40 38
"594" "tödten" 47 38
"595" "überreden" 16 16
"596" "faden" 19 19
"597" "lenken" 42 42
"598" "überlegen" 45 43
"599" "erwählen" 9 9
"600" "epaulette" 1 1
"601" "menge" 108 94
"602" "putz" 7 7
"603" "verständig" 24 24
"604" "garantieen" 1 1
"605" "bildung" 21 21
