"word" "word.freq" "doc.freq"
"450" "rollen" 156 150
"451" "franzwein" 4 3
"452" "semester" 6 6
"453" "dumm" 312 269
"454" "streiches" 2 2
"455" "nebel" 157 128
"456" "name" 1171 913
"457" "schwarz" 1032 770
"458" "brett" 114 89
"459" "rufen" 4150 2526
"460" "vorerst" 29 29
"461" "versuchen" 487 457
"462" "gläschen" 13 12
"463" "unger" 1 1
"464" "lüstern" 17 17
"465" "platz" 750 641
"466" "bedingung" 94 85
"467" "probire" 2 2
"468" "spüren" 90 88
"469" "bisherig" 62 61
"470" "vertauschen" 39 38
"471" "mäßig" 71 69
"472" "flurstübchen" 1 1
"473" "ehrenwerthen" 11 9
"474" "schenke" 88 72
"475" "thore" 126 109
"476" "abschiedsgelage" 1 1
"477" "mächtig" 401 374
"478" "humpen" 18 13
"479" "feurig" 123 118
"480" "getränk" 36 35
"481" "kreis'ten" 1 1
"482" "ecktisch" 2 2
"483" "zapfen" 5 5
"484" "kugelgläser" 1 1
"485" "kreislauf" 5 5
"486" "mühe" 370 351
"487" "flügel" 122 114
"488" "gesang" 108 98
"489" "rauschend" 55 52
"490" "gesundheiten" 6 6
"491" "lärmend" 41 41
"492" "musik" 224 176
"493" "wechseln" 171 166
"494" "brüderküsse" 2 2
"495" "schwur" 54 49
"496" "ewig" 405 362
"497" "freundschaft" 164 150
"498" "tisch" 1079 803
"499" "schleudern" 103 101
"500" "bank" 254 217
"501" "fühlen" 1514 1233
"502" "drang" 64 62
"503" "empfinden" 444 401
"504" "feierlich" 227 212
"505" "gaudeamus" 1 1
"506" "verhallen" 35 35
"507" "durchstechen" 3 3
"508" "ungerströmen" 1 1
"509" "lockig" 12 12
"510" "haupt" 596 511
"511" "natur" 532 472
"512" "wuth" 192 174
"513" "mischen" 151 147
"514" "barock" 7 7
"515" "spiel" 398 343
"516" "ernst" 971 760
"517" "wehmüthigen" 18 18
"518" "abschiedsfestes" 1 1
"519" "präsides" 1 1
"520" "geschäft" 478 405
"521" "ordnung" 270 249
"522" "aufgeben" 153 145
"523" "thronen" 20 20
"524" "strom" 203 176
"525" "wein" 538 420
"526" "aufregung" 230 216
"527" "vorangehend" 3 3
"528" "auftritt" 88 84
"529" "unsicher" 101 97
"530" "zechlied" 1 1
"531" "fürst" 211 120
"532" "thoren" 39 37
"533" "saufen" 10 10
"534" "auserküren" 4 4
"535" "fürstlich" 65 54
"536" "bedienen" 74 71
"537" "thorn" 1 1
"538" "polenland" 1 1
"539" "bruder" 966 581
"540" "oginski" 2 1
"541" "vermuthlich" 65 64
"542" "narrenreich" 1 1
"543" "pfefferkuchen" 3 3
"544" "unterscheiden" 92 87
"545" "mißverständniß" 9 8
"546" "zünden" 80 79
"547" "blitzartig" 7 7
"548" "rex" 4 2
"549" "polonorum" 1 1
"550" "hallen" 30 28
"551" "saal" 272 215
"552" "überträufende" 1 1
"553" "begeisterung" 99 86
"554" "abreisende" 3 3
"555" "geschrieen" 19 16
"556" "trinken" 607 439
"557" "herrliche" 17 17
