"NDNS_Anzengruber" "NDNS_Artaria" "NDNS_Bernstein" "NDNS_Boehlau" "NDNS_Boehm" "NDNS_Boy-Ed" "NDNS_Buelow_Herr" "NDNS_Buelow_Verzaubert" "NDNS_Burow" "NDNS_Dingelstedt" "NDNS_Dueringsfeld" "NDNS_Ebner-Eschenbach_Freiherren" "NDNS_Ebner-Eschenbach_Krambambuli" "NDNS_Floerke" "NDNS_Fontane" "NDNS_Franzos" "NDNS_Frapan" "NDNS_Frenzel" "NDNS_Friedmann" "NDNS_Ganghofer" "NDNS_Gaudy" "NDNS_Godin" "NDNS_Gutzkow" "NDNS_Heiberg" "NDNS_Hermann-Pantenius" "NDNS_Heyse" "NDNS_Hirsch" "NDNS_Hoffmann" "NDNS_Hopfen" "NDNS_Jensen" "NDNS_Kirchbach" "NDNS_Kirschner" "NDNS_Kleist" "NDNS_Kulke" "NDNS_Laistner" "NDNS_Lentner" "NDNS_Lindau_Welt" "NDNS_Lindau_Wette" "NDNS_Ludwig" "NDNS_Marbach" "NDNS_Meyer" "NDNS_Mosen" "NDNS_Mosenthal" "NDNS_Mueller" "NDNS_Postl" "NDNS_Putlitz" "NDNS_Puttkammer" "NDNS_Reuter" "NDNS_Rosegger" "NDNS_Rosenthal-Bonin" "NDNS_Saar" "NDNS_Scherr" "NDNS_Schiller" "NDNS_Schoene" "NDNS_Schweichel" "NDNS_Silberstein" "NDNS_Smidt_Feuerschiff" "NDNS_Smidt_Passagiere" "NDNS_Spielhagen" "NDNS_Starklof" "NDNS_Stern" "NDNS_Storm" "NDNS_Trautmann" "NDNS_Vacano" "NDNS_Voss" "NDNS_Weber" "NDNS_Weitbrecht" "NDNS_Widmann" "NDNS_Wildenbruch" "NDNS_Zitelmann"
"NDNS_Anzengruber" 0 1.13865712730837 1.08352267627565 1.16721824522854 1.26619655073766 1.24087290974164 1.16185164829243 1.21095336937373 1.26403164371644 1.20803539792888 1.23450956867214 1.19032461463863 1.39929906833379 1.064888529779 1.0736313037666 1.26608175819372 1.1829355008379 1.16229944137596 1.06620603078829 1.08550364468019 1.07263684955771 1.31838304449357 1.31275114882028 1.29871702710043 1.11387968498261 1.16123140272237 1.19543282331472 1.31893565039924 1.16730401913544 1.15767942086224 1.12065538824478 1.17299396510286 1.5069186303314 1.12165311480171 1.01582469776945 1.20503361988485 1.2904478547449 1.19994154785832 0.953726357196869 1.28746511559395 1.29441044457675 1.31921864009927 1.12624772512433 1.17030659540397 1.10105987921532 1.23958691560443 1.21188362007984 1.61150804092898 1.12132997444264 1.49683140835729 1.31826056857828 0.984948704868566 1.27008196667816 1.11615635860355 1.1142672850371 1.08967983794021 1.27595992056447 1.44717369936205 1.11929342416343 1.08371096876592 1.33138982600039 1.14077116215729 1.08864770892626 1.23800580118666 1.27084602719961 1.13712808882925 1.45103490211186 1.26350279884336 1.33926346978586 1.24205541493326
"NDNS_Artaria" 1.13865712730837 0 0.965482147684745 0.985151356129101 0.849294721552962 0.898056394093802 0.961121652509665 0.817114897605415 0.912890735402623 0.835658587464871 0.965523681012541 0.865275770640834 1.15487791980572 0.70204638885797 0.936560748744431 0.957651923177883 0.9668615658763 0.808163064694513 0.806931433194523 1.08191171526767 0.883118734860062 0.892520594072784 1.02041911889159 0.86567800488946 0.859910668240262 0.897538423292651 0.892991872317653 1.03484623269699 0.865265521099427 0.997229405074969 0.866076916227076 0.896750353941532 1.28345673882476 0.99467705885151 0.785378484071 0.940963480148564 1.00277997739396 0.996193068726612 0.970008999078943 1.04825208287559 1.02918508624018 1.0599976618726 0.951981665579591 0.914622480286567 0.879262713943503 0.927268198688046 0.872597366330498 1.665523502988 0.987590993579026 1.13810319574559 0.951698352731045 0.747466125825392 0.974985894397227 0.907750192154174 0.788381709304421 0.922481497125332 1.08863938136789 1.26243578687608 0.737387687735535 0.833562835123288 1.08583860196523 0.944441460687408 1.15022810928649 0.752447589694032 1.01388366428901 0.801427362041785 1.54639080225944 0.868440120532331 0.996434593879893 0.819681411129078
"NDNS_Bernstein" 1.08352267627565 0.965482147684745 0 0.993245768299858 0.874350189187873 0.929252578903133 1.11539379180593 1.00473702272972 1.00456269922235 0.836553017335161 1.08981526728593 0.887239854757641 1.16388549380583 0.870065621059288 0.942741730512623 1.03732340335715 1.00568390161831 0.85308619507899 0.913372451686712 0.990117427923271 0.909382646210266 1.01193677445849 0.983745955745996 0.991257645232215 0.916068146767268 0.918706333086717 1.03606872193231 1.00189920148887 1.03067782886354 1.00079142917731 0.935775342035449 0.882873332959833 1.18972668052 1.02474274150697 0.880930054494575 0.897185691990491 0.969404751759704 1.03079943749624 1.05039771113047 0.981692420169711 0.932318882412656 1.07356598976813 0.898279347364902 0.833335724243586 0.92904325948428 0.99905130733613 0.896338332025311 1.51752746971215 0.873471066950813 1.06781631227735 1.04993175995776 0.781364879935007 0.984755213699463 1.03596088887364 0.868112992542496 0.898444984325227 1.04868859434114 1.1632142750645 0.922264269220833 0.957009029433255 1.10540125217439 0.916642414485638 1.10450789688821 0.885005769168152 1.02515019645189 0.863213062939521 1.33611420007798 0.912712830415661 1.06520412241493 0.885976701005972
"NDNS_Boehlau" 1.16721824522854 0.985151356129101 0.993245768299858 0 1.04078081038508 1.00141690299321 0.934369664979388 0.991187499316807 1.06080272446829 1.0075642399472 1.19708096908454 0.958985477631442 1.20838410929505 0.893148792416441 0.929071933165765 1.12083599187809 0.89127295010296 1.04189428802489 0.887810390841136 1.04130274667304 1.00532611431955 1.06277447573613 1.2047225328712 1.0501976564631 0.895402997396864 1.05008394403445 0.973079269111916 1.16352098844188 1.05554611777188 1.12135479502071 0.992332805921399 0.964812557464278 1.31250507556742 1.20009100941831 0.882813578322065 1.0904538851513 1.0965923737352 1.15396048134368 1.11283728795087 1.20195384284341 1.05385443165855 1.09736333047412 0.985274236563726 1.10853263538512 1.02095411795792 1.15005611040291 1.02792260170123 1.67338936527204 0.977219678242292 1.2340705818603 1.0080896060399 0.934615003787356 1.15575413058543 1.04973649069934 0.902631155420898 0.935652936014277 1.00501307766175 1.40830787194859 1.05617306337308 0.993179483468176 1.13314759297087 0.961016177702638 1.13446961868215 0.979264043945493 0.996822765900053 0.920341996831723 1.55289802825945 1.06082165447904 0.977913898539092 0.96521827953363
"NDNS_Boehm" 1.26619655073766 0.849294721552962 0.874350189187873 1.04078081038508 0 0.967700020661729 1.06568615286212 0.98219227774299 0.871609515351616 0.780563196580734 1.06301511372522 0.803363952083987 1.07514685918793 0.810255865402432 1.02915863058659 1.04940463994342 0.951865895171707 0.681747089685461 0.85185174987615 1.12318228111214 0.855746344157641 0.929771708621414 0.855914595179901 0.894638612261622 0.928896625995774 0.873007261602004 1.03274808694691 0.894724035629995 0.943835260844768 1.04309463356683 0.901855049846761 0.792722102046491 1.08087512938662 1.12368321632316 0.882524545806534 0.827939642672573 0.831784903247424 0.986296276308417 1.11773370919284 0.807807766834059 0.84268923794307 1.09278966058453 1.03208102820923 0.918605388967719 0.889644190004765 0.816468473674891 0.848808485341649 1.50488202713585 0.94910436452843 0.995407277350898 0.918965942968721 0.826083886470108 0.892643315161985 1.03450052452464 0.768614559139285 0.976004522774219 1.04264377069063 1.15086629113939 0.842299335972478 0.849120939404804 1.09134983646361 0.912655370455507 1.21032403206015 0.789938584735494 0.996654831024089 0.829433014219587 1.38247087674251 0.712691187190556 0.995401177340523 0.796406731810267
"NDNS_Boy-Ed" 1.24087290974164 0.898056394093802 0.929252578903133 1.00141690299321 0.967700020661729 0 1.07545271633874 0.956709189803061 0.956885085301557 0.907239960834696 1.04164182947281 0.90265370008175 1.21953844842811 0.819404226027593 0.998896615751625 1.02888541270869 0.924455954492899 0.869817467693223 0.887136518762837 1.06177358596125 0.954332458358184 0.954473430222105 1.0683757091497 0.946893676168854 0.891063340154555 0.968621691471111 0.953761483849264 1.11219115988563 0.984257276877738 1.04576130593124 0.960223222734979 0.863276648407587 1.29585189415037 1.15061739119252 0.910886609398542 0.996116840977007 1.04973749182621 0.991391444764522 1.11664423240044 1.07123792644284 0.92131900972189 1.08055236438458 0.949931604929404 0.940318891203993 1.05168261297112 1.00301714221356 0.910253712862129 1.61666256179663 1.00419236278226 1.19899196362049 1.04719984307967 0.854867267189023 1.06702187802792 1.04202846255245 0.861527392840836 1.02782643559164 1.14012164711289 1.24442621915458 0.941915168461176 0.947681711859279 1.09231551058204 0.972811538924031 1.20464605266822 0.880084785981836 1.04661481392717 0.845766318696899 1.49504061353564 0.94240304502494 1.06617369901386 0.843044245520599
"NDNS_Buelow_Herr" 1.16185164829243 0.961121652509665 1.11539379180593 0.934369664979388 1.06568615286212 1.07545271633874 0 0.956388475467699 1.10165895669013 1.02956267131714 1.07275217923161 0.99371014252726 1.23309784866041 0.876376762339877 0.954351011015538 1.15954157423887 0.900707121149809 0.981051158495296 0.898883618135317 1.0959010705338 1.00484311682758 1.06199148285827 1.20681129280746 1.00115840173172 0.937222383761635 1.00663978868646 0.996852060207474 1.16556962788459 1.05277666493842 1.09267921865344 1.0377913545714 1.0177267151681 1.33008072947024 1.16160298563476 0.851243867300668 1.08778832057224 1.10591245789998 1.16750224320216 1.08081067579672 1.19297283957219 1.1074476527305 1.16416465336488 1.0649714373746 1.13649946642892 1.01559137134307 1.09918513914135 1.05091542137465 1.66468193741088 1.1036030136721 1.33868629604446 1.07203732958461 0.976145739781759 1.16677868071545 1.10263689894333 0.911431535351314 1.01634731566802 1.17050302050971 1.44362728342538 1.05150490716596 0.931854869150893 1.09716676318495 1.02435334654341 1.2024837756706 0.998808776220282 1.03314232197281 0.870648696428521 1.54543575434176 1.0772844912257 0.984822251094441 0.97540339750149
"NDNS_Buelow_Verzaubert" 1.21095336937373 0.817114897605415 1.00473702272972 0.991187499316807 0.98219227774299 0.956709189803061 0.956388475467699 0 0.993611705814643 0.945930173887232 0.983329640219135 0.945596307210623 1.26670051060685 0.824639236215215 0.970083791495619 1.05565276972656 1.00391526635839 0.949031919908931 0.91431133932159 1.07647472560309 0.950632729828917 0.93645587723094 1.09275255549495 0.94097669746311 0.920276705001777 0.981842694179391 0.927821878309263 1.15142529122653 1.00835754615135 1.03608517386706 0.933252820930939 0.942056598968477 1.39326483762927 1.10641074016673 0.889421793590616 1.02250662551031 1.06698626787224 1.00702545174421 1.12838830411466 1.17146760763869 1.07062938916296 1.1019648210218 0.979472553913103 1.0726825339333 0.941584783082431 0.958811152730845 0.929452082663117 1.7290711292301 1.07997505855895 1.23647444246594 1.00282507677527 0.900128582095119 1.14721099718672 0.931048704715969 0.900241576776074 1.04323342106398 1.15928034289523 1.29673027434921 0.915748590542992 0.909161208779841 1.10591953613604 0.983938524006631 1.24261283472554 0.845619287619016 1.06329407454674 0.890238143749427 1.63287358496031 0.942932725110265 1.00242209982783 0.881769081908203
"NDNS_Burow" 1.26403164371644 0.912890735402623 1.00456269922235 1.06080272446829 0.871609515351616 0.956885085301557 1.10165895669013 0.993611705814643 0 0.879068551204255 1.09585831455153 0.904341981813303 1.18107717521279 0.805102388925929 1.02364034423269 1.0449097251876 1.01228067795924 0.85644553562126 0.917009511712 1.16963257333934 0.895158780554013 0.946965603743517 0.938833105471698 0.954450721630684 0.969174035210482 0.878869993845802 0.98170842120794 1.01437302204637 0.98554277582506 1.08443148654338 0.95022458115209 0.827781401995429 1.21458233249737 1.09545064702276 0.945549611153561 0.881913859447563 0.924768703781658 1.01030854380199 1.1415504722946 0.990799585351658 0.983016728556959 1.10617694550298 0.977965343877661 0.969397697935376 1.02967726223824 0.921913227432351 0.800530705118803 1.5540218014864 0.967526149371552 1.10340857395218 1.01622395222081 0.840942161449084 0.998478230628542 1.0186078806134 0.833240858401581 0.973290998481869 1.10607944839849 1.21085948780496 0.896250854825452 0.960857251347945 1.13192148348333 0.925861604337905 1.2431486593189 0.847001955605993 1.0499561525085 0.910059127198755 1.44008346955063 0.795023703111645 1.10119137319879 0.843809475812192
"NDNS_Dingelstedt" 1.20803539792888 0.835658587464871 0.836553017335161 1.0075642399472 0.780563196580734 0.907239960834696 1.02956267131714 0.945930173887232 0.879068551204255 0 0.992503273625559 0.78153477666516 1.12686376841679 0.774510342077031 0.946968612886722 0.984065483587861 0.9510690976614 0.724040831332831 0.799309566251218 1.05636203485699 0.822049723668495 0.887068001020666 0.909746910513381 0.905283824664449 0.877818812550111 0.903303606896171 0.955709643179075 0.975998158457842 0.909430805566707 0.957473591019505 0.904113625807267 0.783143697681615 1.18354129765334 1.08550303813109 0.878406788845983 0.826320190994984 0.909749236690911 1.00404112964344 1.12447391761281 0.875591397036092 0.846659884853357 1.05373903027239 0.94621360679395 0.831861515280707 0.903393233620845 0.927452988095515 0.808639994790182 1.56288098265229 0.94260198617902 1.04134198217203 0.912151590214274 0.779356118949351 0.940126289845922 1.00384634893355 0.784765046965098 0.889763469290292 1.02357300694836 1.17600345538793 0.878995863594303 0.798477956488587 1.07085699842447 0.917548553302079 1.17116019405801 0.739685150099511 0.994413403171975 0.770307925162806 1.40809488145808 0.824971740478477 1.01655504721478 0.787237542087298
