"word" "word.freq" "doc.freq"
"765" "herumgehen" 5 5
"766" "steig" 17 15
"767" "beidseitig" 2 2
"768" "verästelte" 1 1
"769" "laubengang" 1 1
"770" "dahinging" 5 5
"771" "behüte" 11 11
"772" "christenmenschen" 5 5
"773" "birkenen" 1 1
"774" "lebensweg" 2 2
"775" "überkam" 60 56
"776" "ahnung" 67 65
"777" "gerathen" 82 77
"778" "seitab" 6 6
"779" "dinge" 204 189
"780" "erwecken" 19 19
"781" "menschen" 666 560
"782" "verlangen" 106 100
"783" "unvernünftigen" 5 5
"784" "begier" 2 2
"785" "anwachsen" 3 3
"786" "burschen" 118 85
"787" "schatz" 70 60
"788" "gespiel" 1 1
"789" "blutjung" 1 1
"790" "ernstlich" 37 36
"791" "könnten's" 1 1
"792" "weiher" 5 5
"793" "ertrunken" 8 8
"794" "todtenbahr" 1 1
"795" "gesessen" 77 70
"796" "bleich" 72 71
"797" "kalt" 144 129
"798" "frohgemuth'ten" 1 1
"799" "eingefallen" 24 24
"800" "zugedrückten" 1 1
"801" "lidern" 7 7
"802" "bedeutet" 21 19
"803" "erde" 274 223
"804" "gelegt" 123 116
"805" "nachmals" 14 14
"806" "vorgebildet" 2 2
"807" "gelebt" 70 68
"808" "frisch" 63 56
"809" "aussehen" 56 54
"810" "manierlich" 3 3
"811" "geberd" 2 2
"812" "tänzlich" 1 1
"813" "hüpferisch" 1 1
"814" "schritt" 427 356
"815" "gang" 141 130
"816" "anschauen" 12 10
"817" "zeither" 1 1
"818" "begnügt" 8 7
"819" "verlang" 8 7
"820" "neid" 27 26
"821" "ungunst" 3 3
"822" "wider" 85 81
"823" "ungelegenheit" 3 3
"824" "verlieren" 90 84
"825" "haltet" 20 20
"826" "mußt" 173 142
"827" "entsagen" 23 21
"828" "zufrieden" 113 101
"829" "grübeln" 18 18
"830" "ursach" 8 7
"831" "grübelt" 2 2
"832" "entsage" 1 1
"833" "stunde" 523 434
"834" "einstellen" 8 8
"835" "bildete" 60 60
"836" "fiel" 450 408
"837" "darnach" 89 86
"838" "stünd" 3 3
"839" "augenlicht" 3 3
"840" "unschönen" 3 3
"841" "gegend" 102 93
"842" "unsaubere" 2 2
"843" "herumliefen" 1 1
"844" "leben" 1145 831
"845" "verleidet" 9 9
"846" "entgeht" 6 6
"847" "predigt" 38 35
"848" "hilft" 53 46
"849" "begehr" 7 7
"850" "verwehr" 1 1
"851" "neiden" 1 1
"852" "verleiden" 5 5
"853" "sitzt" 71 69
"854" "pfarr" 10 9
"855" "zweitägiger" 1 1
"856" "hund" 186 115
"857" "balg" 5 5
"858" "kanzel" 30 22
"859" "predigen" 11 10
"860" "wetterte" 2 2
"861" "teufel" 128 109
"862" "mocht's" 1 1
"863" "weile" 281 257
"864" "getrieben" 60 60
"865" "himmelangst" 1 1
"866" "hochwürdiger" 3 3
"867" "dacht" 22 20
"868" "hebst" 2 2
"869" "fürchten" 81 65
"870" "furcht" 118 113
"871" "bestellen" 20 18
"872" "ernte" 12 12
"873" "dach" 66 60
"874" "giebt's" 45 44
"875" "gesegnet" 29 28
"876" "mißwachs" 2 2
"877" "frost" 28 24
"878" "schauer" 45 42
"879" "fäulniß" 3 3
"880" "dürre" 7 7
"881" "brand" 28 27
"882" "drückt" 32 29
"883" "ueberfluß" 17 17
"884" "preise" 12 12
"885" "schnellt" 2 2
"886" "wucher" 3 3
"887" "höhe" 190 170
"888" "fürchtenshalber" 1 1
"889" "trost" 83 79
"890" "muth" 170 147
"891" "erden" 52 50
"892" "trauriger" 21 19
"893" "narr" 69 66
"894" "daun" 18 18
"895" "redete" 75 73
"896" "texte" 1 1
"897" "verführer" 11 10
"898" "bösen" 103 98
"899" "eingebungen" 4 4
"900" "ach" 465 336
"901" "versuchung" 34 34
"902" "aufsteigen" 12 12
"903" "ringt" 6 5
"904" "letzter" 34 34
"905" "schlimmen" 16 16
"906" "wege" 253 234
"907" "kehrt" 22 20
"908" "verschulden" 2 2
"909" "schuh" 20 16
"910" "ausred" 1 1
"911" "anhörte" 7 7
"912" "üble" 15 15
"913" "meistern" 5 4
"914" "schüttelte" 226 214
"915" "büchern" 30 30
"916" "bekreuzen" 1 1
"917" "segnen" 17 17
"918" "gedacht" 152 138
"919" "schluß" 54 49
"920" "geschrei" 54 44
"921" "erhoben" 89 88
"922" "fäusten" 11 11
"923" "getrommelt" 1 1
"924" "gedroht" 11 10
"925" "teuxel" 1 1
"926" "holen" 97 94
"927" "hieße" 11 11
"928" "deutsch" 48 40
"929" "fleck" 34 32
"930" "unnützigeren" 1 1
"931" "seelsorger" 7 6
"932" "herabgestiegen" 6 6
"933" "drängte" 90 85
"934" "sakristei" 2 2
"935" "chorhemd" 1 1
"936" "gingen" 249 217
"937" "pfarrhof" 4 3
"938" "platze" 50 49
"939" "essenszeit" 1 1
"940" "heut" 185 155
"941" "gehört" 311 289
"942" "dank" 182 160
"943" "brummte" 63 60
"944" "könnt's" 9 9
"945" "kindspiel" 1 1
"946" "scheint's" 6 6
"947" "leutspiel" 1 1
"948" "kindern" 123 103
"949" "krittler" 2 2
"950" "zollfrei" 1 1
"951" "merken" 55 54
"952" "willens" 28 26
"953" "bruders" 67 53
"954" "gewerksweis" 1 1
"955" "verschimpfiren" 1 1
"956" "wärst" 19 18
"957" "beispielsweis" 1 1
"958" "schuster" 11 6
"959" "dorf" 132 105
"960" "engem" 1 1
"961" "schuhzeug" 1 1
"962" "herumhinken" 1 1
"963" "predigst" 2 2
"964" "ärgerlich" 38 37
"965" "bauern" 164 104
"966" "deut" 3 3
"967" "worunter" 4 4
"968" "holst" 4 4
"969" "meinst" 107 97
"970" "ausgetüpfeltem" 1 1
"971" "gemachtem" 1 1
"972" "hineinreden" 3 3
"973" "vorstellt" 2 2
"974" "stolzer" 18 18
"975" "hammel" 2 2
"976" "vorläuten" 1 1
"977" "glock" 4 3
"978" "zeitweis" 1 1
"979" "sack" 30 29
"980" "schöb" 1 1
"981" "ausgetüpfelte" 1 1
"982" "sittenlehr" 1 1
"983" "christenthum" 10 10
"984" "sprengel" 1 1
"985" "reicht" 16 15
"986" "legt" 34 34
