"word" "word.freq" "doc.freq"
"621" "schläger" 1 1
"622" "lebensalter" 2 2
"623" "commersen" 1 1
"624" "präsidirt" 1 1
"625" "erhitzung" 5 5
"626" "ruhe" 367 330
"627" "minder" 93 91
"628" "genuss" 76 70
"629" "übung" 24 24
"630" "herrühren" 13 13
"631" "flammend" 23 23
"632" "herrlichkeit" 49 48
"633" "glühend" 114 107
"634" "hass" 109 94
"635" "fremde" 401 238
"636" "wahr" 540 469
"637" "leerst" 1 1
"638" "kelchglas" 2 2
"639" "reichend" 8 8
"640" "bibit" 1 1
"641" "verworren" 39 39
"642" "chor" 25 23
"643" "trunken" 22 21
"644" "hälfte" 69 63
"645" "rest" 67 66
"646" "zerbrechen" 34 34
"647" "jubilirte" 2 2
"648" "flasche" 109 87
"649" "bemoos'te" 3 3
"650" "winkel" 91 86
"651" "zurückziehen" 70 69
"652" "schulter" 232 213
"653" "schultern" 84 80
"654" "legend" 16 16
"655" "zuruf" 15 13
"656" "besonnenern" 1 1
"657" "melancholisch" 29 28
"658" "plato" 7 5
"659" "schritt" 554 470
"660" "vorgehen" 81 79
"661" "überschrieen" 2 2
"662" "tumult" 26 21
"663" "augenblick" 894 740
"664" "gipfelpunkte" 1 1
"665" "stoßen" 312 287
"666" "sessel" 52 49
"667" "fuß" 593 502
"668" "schwören" 121 94
"669" "piastenblut" 1 1
"670" "ader" 62 61
"671" "rinnen" 35 32
"672" "provinz" 11 11
"673" "flecken" 38 34
"674" "dorf" 564 381
"675" "gehören" 656 566
"676" "wiederholen" 197 184
"677" "lehnsmänner" 2 2
"678" "kuronia" 3 1
"679" "heran" 135 125
"680" "kniee" 77 74
"681" "belehnung" 2 1
"682" "blühend" 90 85
"683" "kräftig" 165 152
"684" "gedrängt" 8 8
"685" "figur" 73 61
"686" "blond" 87 80
"687" "schelmisch" 23 23
"688" "herausfordernd" 13 12
"689" "blitzen" 68 62
"690" "stemmen" 35 35
"691" "trotzig" 76 73
"692" "wortführend" 1 1
"693" "kurone" 1 1
"694" "knieen" 131 119
"695" "höhnendem" 4 4
"696" "blick" 1041 810
"697" "independenzia" 1 1
"698" "vater" 2217 1084
"699" "frage" 367 320
"700" "molestiren" 3 3
"701" "procurirten" 1 1
"702" "enkel" 45 40
"703" "conserviren" 2 2
"704" "krumm" 36 34
"705" "scheren" 11 11
"706" "milchbart" 1 1
"707" "geknieet" 1 1
"708" "verlernen" 9 9
"709" "wunder" 125 113
"710" "czenstochau" 1 1
"711" "stiefel" 64 46
"712" "küssen" 262 231
"713" "rindssohle" 1 1
"714" "rücken" 307 282
"715" "empfangen" 234 213
"716" "jauchzen" 34 31
"717" "strecken" 129 124
"718" "überbieten" 14 14
"719" "gebieten" 95 93
"720" "bein" 170 152
"721" "beleidigers" 1 1
"722" "fassen" 509 456
"723" "umwendend" 9 9
"724" "probiren" 9 9
"725" "polonaise" 1 1
"726" "tanzen" 170 111
"727" "verwegene" 4 4
"728" "ergehen" 66 61
"729" "zücken" 3 3
"730" "geschrei" 79 73
"731" "gestalt" 422 360
"732" "halt" 152 134
"733" "hemmen" 22 22
"734" "moment" 101 95
"735" "bewaffnete" 7 5
"736" "that" 753 624
"737" "zornschnaubender" 1 1
"738" "anruf" 9 9
"739" "brandfuchs" 2 1
"740" "loch" 69 57
"741" "fußtritt" 24 23
"742" "adlig" 3 3
"743" "verkehren" 29 28
"744" "viri" 1 1
"745" "nobiles" 2 1
"746" "fehlen" 352 321
"747" "pack" 16 15
