"word" "word.freq" "doc.freq"
"476" "sammeln" 46 46
"477" "person" 310 281
"478" "profit" 6 6
"479" "zufällt" 2 2
"480" "vollkommen" 141 135
"481" "überlasse" 17 17
"482" "lust" 341 316
"483" "einflüsse" 7 7
"484" "redet" 86 71
"485" "kuriosen" 2 2
"486" "unsaubern" 4 4
"487" "nationen" 14 13
"488" "gerathen" 175 169
"489" "sintemal" 6 6
"490" "primo" 2 2
"491" "privilegium" 12 12
"492" "königs" 133 101
"493" "eingreift" 4 4
"494" "secundo" 5 5
"495" "clienten" 11 10
"496" "schütteln" 32 30
"497" "fleißige" 17 17
"498" "vergäße" 5 5
"499" "zusammenhalten" 14 14
"500" "stünde" 30 30
"501" "angelegenheiten" 63 60
"502" "deutsches" 20 20
"503" "bester" 64 63
"504" "philosoph" 21 21
"505" "einfachsten" 12 12
"506" "füllt" 16 16
"507" "schlüsse" 4 4
"508" "gedacht" 343 323
"509" "steht's" 22 20
"510" "kurländers" 1 1
"511" "fäßchen" 10 8
"512" "ungerwein" 2 2
"513" "versehn" 2 2
"514" "gelüstet's" 1 1
"515" "faß" 67 51
"516" "rollen" 56 55
"517" "franzwein" 4 3
"518" "semester" 5 5
"519" "dummen" 57 54
"520" "streiches" 2 2
"521" "nebel" 148 116
"522" "name" 212 193
"523" "schwarzen" 505 425
"524" "brette" 8 8
"525" "schlug" 812 729
"526" "vorerst" 29 29
"527" "versuchen" 151 145
"528" "gläschen" 13 12
"529" "unger" 1 1
"530" "lüstern" 11 11
"531" "platz" 580 523
"532" "bedingung" 57 50
"533" "tage" 1542 1271
"534" "probire" 2 2
"535" "spüre" 6 6
"536" "vertauschen" 21 21
"537" "mäßig" 19 18
"538" "flurstübchen" 1 1
"539" "ehrenwerthen" 11 10
"540" "bürger" 95 89
"541" "schenke" 86 68
"542" "thore" 126 109
"543" "abschiedsgelage" 1 1
"544" "mächtige" 68 66
"545" "humpen" 18 13
"546" "feurigen" 44 44
"547" "getränke" 14 14
"548" "kreis'ten" 1 1
"549" "fasse" 34 31
"550" "ecktisch" 2 2
"551" "gezapft" 1 1
"552" "kugelgläser" 1 1
"553" "flogen" 109 105
"554" "kreislauf" 5 5
"555" "mühe" 353 334
"556" "flügel" 95 91
"557" "öffnen" 116 112
"558" "gesang" 82 73
"559" "rauschende" 8 8
"560" "gesundheiten" 6 6
"561" "lärmender" 5 5
"562" "musik" 224 176
"563" "begleitet" 114 108
"564" "wechselten" 39 38
"565" "brüderküsse" 2 2
"566" "schwüre" 15 13
"567" "ewiger" 24 24
"568" "freundschaft" 160 144
"569" "tische" 352 314
"570" "geschleudert" 26 26
"571" "bänke" 15 15
"572" "sprang" 560 503
"573" "fühlte" 1010 861
"574" "drang" 200 192
"575" "empfand" 228 215
"576" "feierliche" 35 35
"577" "gaudeamus" 1 1
"578" "verhallt" 14 14
"579" "hüte" 34 31
"580" "durchstochen" 1 1
"581" "rollten" 43 43
"582" "ungerströmen" 1 1
"583" "langen" 608 552
"584" "tischen" 41 37
"585" "lockigen" 7 7
"586" "häuptern" 19 19
"587" "bänken" 18 18
"588" "wilde" 186 173
"589" "natur" 494 436
"590" "erinnerungen" 97 89
"591" "alter" 536 479
"592" "wuth" 192 174
"593" "mischte" 63 63
"594" "barockes" 1 1
"595" "spiel" 278 246
"596" "ernst" 640 510
"597" "wehmüthigen" 18 18
"598" "abschiedsfestes" 1 1
"599" "präsides" 1 1
"600" "geschäft" 251 215
"601" "ordnung" 269 252
"602" "aufgegeben" 46 45
"603" "thronte" 8 8
"604" "blasse" 59 58
"605" "jüngling" 259 206
"606" "schwarze" 417 296
"607" "augen" 3873 2606
"608" "ströme" 19 19
"609" "weines" 24 24
"610" "aufregung" 220 208
"611" "vorangehenden" 2 2
"612" "auftritte" 21 21
"613" "wildes" 70 67
"614" "gegossen" 15 15
"615" "unsicherer" 18 18
"616" "stimme" 1477 1193
"617" "zechlied" 1 1
"618" "fürst" 97 57
"619" "thoren" 39 38
"620" "saufen" 4 4
"621" "auserkoren" 5 5
"622" "erschienen" 209 201
"623" "fürstlich" 9 9
"624" "bedienen" 32 31
"625" "thorn" 1 1
"626" "polenland" 1 1
"627" "bruder" 687 436
"628" "oginski" 2 2
"629" "vermuthlich" 65 64
"630" "mächtig" 132 131
"631" "narrenreich" 1 1
"632" "pfefferkuchen" 3 3
"633" "unterscheiden" 57 56
"634" "mißverständniß" 9 8
"635" "zündete" 58 56
"636" "blitzartig" 5 5
"637" "rex" 4 3
"638" "polonorum" 1 1
"639" "hallte" 18 17
"640" "saal" 159 137
"641" "überträufende" 1 1
"642" "begeisterung" 99 85
"643" "abreisenden" 3 3
"644" "gesprochen" 410 384
"645" "geschrieen" 19 17
"646" "getrunken" 98 89
"647" "herrlichen" 76 72
"648" "großmüthigen" 7 7
"649" "eigenschaften" 81 76
"650" "flammenstrahlen" 1 1
"651" "sternen" 33 32
"652" "gefahren" 149 144
"653" "krone" 79 70
"654" "wahlreich" 2 2
"655" "gezücktem" 1 1
"656" "säbel" 46 39
"657" "tisch" 658 539
"658" "schwingend" 15 15
"659" "haupte" 98 92
"660" "sitzenden" 25 24
"661" "hob" 489 450
"662" "linken" 187 174
"663" "gefüllte" 9 8
"664" "glas" 297 238
"665" "patria" 3 3
"666" "landsleute" 46 45
"667" "schuft" 24 24
"668" "weigert" 9 9
"669" "noster" 2 1
"670" "wilder" 101 94
"671" "jubel" 83 81
"672" "jünglinge" 56 45
"673" "blanken" 52 50
"674" "säbeln" 2 2
"675" "dröhnenden" 13 13
"676" "ehrbaren" 22 21
"677" "besprochen" 32 32
"678" "weinglühenden" 2 2
"679" "jünglingen" 7 7
