"word" "word.freq" "doc.freq"
"454" "unversehens" 11 11
"455" "busch" 59 50
"456" "hervorbrach" 4 4
"457" "vorpredigte" 1 1
"458" "faul" 23 20
"459" "volk" 231 167
"460" "schaarten" 3 3
"461" "andächtig" 24 24
"462" "ausbündige" 1 1
"463" "unsinnig" 31 31
"464" "gehend" 20 20
"465" "straße" 410 319
"466" "kopf" 1224 903
"467" "umweg" 22 22
"468" "seitwärts" 47 43
"469" "erschrecken" 217 202
"470" "ende" 521 468
"471" "herr" 2967 1150
"472" "jesus" 29 24
"473" "jünger" 6 6
"474" "tagwerkerleute" 1 1
"475" "hosentasche" 7 7
"476" "warten" 301 251
"477" "drüben" 178 149
"478" "amen" 23 20
"479" "froh" 140 134
"480" "herbstanfang" 1 1
"481" "wagen" 629 466
"482" "seminar" 3 3
"483" "brav" 143 129
"484" "pfaff" 7 6
"485" "lachen" 786 595
"486" "bang" 2 2
"487" "blind" 73 68
"488" "ziel" 119 105
"489" "schuljung" 1 1
"490" "courage" 10 9
"491" "tischler" 1 1
"492" "tischlern" 1 1
"493" "weben" 24 23
"494" "pfarrer" 208 104
"495" "kirche" 287 186
"496" "ausmachen" 32 32
"497" "wegkriegen" 3 3
"498" "fleckel" 1 1
"499" "schreien" 389 305
"500" "auswissen" 1 1
"501" "wund" 21 20
"502" "herausfinden" 16 16
"503" "gleichschauen" 1 1
"504" "langen" 71 69
"505" "himmel" 456 399
"506" "fassen" 416 352
"507" "gebrest" 1 1
"508" "erlernen" 15 15
"509" "loben" 107 91
"510" "gewänd" 1 1
"511" "eisgrauen" 2 2
"512" "mensch" 1116 822
"513" "thöricht" 20 20
"514" "verlauft" 1 1
"515" "hundertmal" 14 14
"516" "regel" 35 33
"517" "hoffen" 211 194
"518" "ausnehmen" 27 27
"519" "arzt" 85 59
"520" "kranke" 67 49
"521" "doctert" 1 1
"522" "dahinfährt" 2 2
"523" "bluteigener" 1 1
"524" "sitzbrett" 1 1
"525" "jagen" 83 77
"526" "sechszehn" 3 3
"527" "umgekehrt" 26 25
"528" "sechser" 1 1
"529" "einser" 1 1
"530" "gelegenheit" 201 191
"531" "schicken" 208 190
"532" "stadt" 643 469
"533" "ansatz" 5 5
"534" "heiligenschein" 5 5
"535" "fünkchen" 5 5
"536" "johanniskäferl" 1 1
"537" "wo's" 9 9
"538" "bedeuten" 96 90
"539" "betteln" 16 14
"540" "bekommen" 246 217
"541" "entfernt" 90 88
"542" "verwandte" 82 73
"543" "besuch" 203 180
"544" "dralles" 1 1
"545" "weibsbild" 14 14
"546" "lustigkeit" 18 16
"547" "gesundheit" 38 34
"548" "bursche" 207 145
"549" "trotz" 308 285
"550" "achtzehn" 23 20
"551" "kindisch" 33 33
"552" "kälberte" 1 1
"553" "zweimal" 53 52
"554" "vetter" 210 133
"555" "mess" 2 2
"556" "lesen" 428 318
"557" "wägen" 11 11
"558" "auftreiben" 9 9
"559" "kennen" 769 585
"560" "erleben" 91 84
"561" "nah" 799 634
"562" "kirchensprengel" 1 1
"563" "krank" 146 123
"564" "aushülf" 1 1
"565" "zutheilte" 1 1
"566" "sterben" 336 270
"567" "vermocht's" 1 1
"568" "anthun" 23 21
"569" "nachfragen" 9 9
"570" "lump" 20 19
"571" "lumpen" 16 15
"572" "letfeigen" 1 1
"573" "begräbniß" 21 18
"574" "le'pold" 1 1
"575" "zugegen" 13 13
"576" "drall" 5 5
"577" "bäuerin" 81 42
"578" "dirne" 52 44
"579" "seinzeit" 1 1
"580" "barfuß" 5 5
"581" "stoppel" 2 2
"582" "drängen" 194 183
"583" "beileidshalber" 1 1
"584" "vorgeben" 5 5
"585" "entsinnen" 16 16
"586" "weichen" 127 119
"587" "scheu" 150 144
"588" "zuthunlich" 1 1
"589" "hatt" 23 22
"590" "milch" 34 26
"591" "farbe" 150 122
"592" "eingefallen" 2 2
"593" "wange" 269 254
"594" "sturte" 1 1
"595" "erdboden" 15 15
"596" "blick" 1044 803
"597" "stand" 202 190
"598" "leiche" 73 60
"599" "verziehen" 48 46
"600" "nochmal" 7 7
"601" "hastig" 241 222
"602" "hinzu" 187 179
"603" "hinüberkommen" 5 5
"604" "hübsch" 347 283
"605" "behüt" 13 11
"606" "rufen" 1662 1094
"607" "sonntags" 3 3
"608" "bered" 1 1
"609" "knecht" 122 82
"610" "heimbleibt" 1 1
"611" "hüten" 81 75
"612" "wald" 362 258
"613" "ansteigen" 2 2
"614" "viertelstund" 7 6
"615" "lauter" 48 44
"616" "weißbirken" 1 1
"617" "lustig" 241 201
"618" "holz" 71 58
"619" "boden" 330 299
"620" "locker" 7 7
"621" "stamm" 72 57
"622" "einschichtig" 1 1
"623" "empor" 216 183
"624" "brennen" 161 146
"625" "laub" 31 31
"626" "rinde" 6 6
"627" "gebleichtes" 1 1
"628" "bein" 106 94
"629" "treffen" 386 346
"630" "strichregen" 2 2
"631" "niedergehen" 9 9
"632" "stechen" 34 30
"633" "glühheiße" 1 1
"634" "sonnenstrahl" 45 43
"635" "nieder" 385 338
"636" "farb" 20 10
"637" "schleier" 109 88
"638" "erd" 6 5
"639" "brodem" 2 2
"640" "schweiß" 28 28
"641" "athem" 98 95
"642" "mühte" 7 7
"643" "kosten" 104 99
"644" "berg" 215 173
"645" "herumgehen" 8 8
"646" "steig" 12 11
"647" "beidseitig" 2 2
"648" "verästeln" 1 1
"649" "laubengang" 1 1
"650" "dahinging" 5 5
"651" "behüten" 23 23
"652" "christenmensch" 6 6
"653" "birkenen" 1 1
"654" "lebensweg" 5 5
"655" "ahnung" 76 72
"656" "gerathen" 82 76
"657" "seitab" 6 6
"658" "erwecken" 43 41
"659" "verlangen" 278 243
"660" "unvernünftig" 9 8
"661" "begier" 2 2
"662" "anwachsen" 11 11
"663" "schatz" 107 93
"664" "gespiel" 1 1
"665" "blutjung" 7 7
"666" "ernstlich" 48 47
"667" "weiher" 6 5
"668" "ertrinken" 20 18
"669" "todtenbahr" 1 1
"670" "bleich" 147 141
"671" "kalt" 305 265
"672" "frohgemuth'ten" 1 1
"673" "einfallen" 59 56
"674" "zugedrückt" 1 1
"675" "lid" 19 18
"676" "erde" 323 269
"677" "nachmals" 14 14
"678" "vorbilden" 2 2
"679" "frisch" 226 204
"680" "manierlich" 5 5
"681" "geberd" 2 2
"682" "tänzlich" 1 1
"683" "hüpferisch" 1 1
"684" "schritt" 589 479
"685" "gang" 202 186
"686" "anschauen" 31 29
"687" "zeither" 1 1
"688" "begnügen" 40 39
"689" "neid" 31 30
"690" "ungunst" 4 4
"691" "wider" 81 79
"692" "ungelegenheit" 5 5
"693" "entsagen" 30 26
"694" "zufrieden" 122 109
"695" "grübeln" 29 28
"696" "ursach" 8 8
"697" "entsage" 1 1
"698" "stunde" 826 656
"699" "einstellen" 26 26
"700" "bilden" 173 158
"701" "darnach" 89 86
"702" "stünd" 3 3
"703" "augenlicht" 3 3
"704" "unschön" 8 8
"705" "gegend" 126 112
"706" "unsauber" 6 6
"707" "herumlaufen" 8 8
"708" "verleiden" 14 13
"709" "entgehen" 64 63
"710" "predigt" 36 32
"711" "begehr" 6 6
"712" "verwehr" 1 1
"713" "neiden" 1 1
"714" "pfarr" 10 9
"715" "zweitägig" 1 1
"716" "hund" 289 176
"717" "balg" 5 5
"718" "kanzel" 30 22
"719" "predigen" 41 38
"720" "wettern" 6 6
"721" "teufel" 152 130
"722" "mocht's" 1 1
"723" "weile" 278 255
"724" "treiben" 352 316
"725" "himmelangst" 1 1
"726" "hochwürdiger" 3 3
"727" "dachen" 26 23
"728" "fürchten" 290 242
"729" "furchen" 4 4
"730" "bestellen" 63 57
"731" "ernte" 13 13
"732" "dach" 131 113
"733" "giebt's" 45 44
"734" "gesegnet" 20 19
"735" "misswachs" 2 2
"736" "frost" 29 25
"737" "schauer" 49 47
"738" "fäulniß" 3 3
"739" "dürre" 1 1
"740" "brand" 32 29
"741" "drücken" 392 347
"742" "ueberfluß" 17 17
"743" "preis" 124 119
"744" "schnellen" 15 15
"745" "wucher" 3 3
"746" "höhe" 222 191
"747" "fürchtenshalber" 1 1
"748" "trost" 90 84
"749" "muth" 170 153
"750" "erden" 52 51
"751" "traurig" 256 222
"752" "narr" 97 94
"753" "daun" 18 18
"754" "text" 12 12
"755" "verführer" 12 12
"756" "böse" 311 274
"757" "eingebung" 13 13
"758" "ach" 465 346
"759" "versuchung" 35 35
"760" "aufsteigen" 46 46
"761" "ringen" 73 71
"762" "schlimm" 160 146
"763" "kehrt" 11 9
"764" "verschulden" 17 16
"765" "ausred" 1 1
"766" "meistern" 7 7
"767" "schütteln" 286 262
"768" "buch" 166 137
"769" "bekreuzen" 1 1
"770" "segnen" 76 70
"771" "gedenken" 294 258
"772" "schluss" 70 64
"773" "geschrei" 54 45
"774" "erheben" 500 423
"775" "faust" 105 96
"776" "drohen" 88 81
"777" "teuxel" 1 1
"778" "holen" 242 226
"779" "deutsch" 206 163
"780" "fleck" 44 41
"781" "unnützigeren" 1 1
"782" "seelsorger" 7 7
"783" "herabsteigen" 8 8
"784" "sakristei" 2 2
"785" "chorhemd" 1 1
"786" "pfarrhof" 4 3
"787" "platz" 363 315
"788" "essenszeit" 1 1
"789" "heuen" 186 155
"790" "gehören" 477 422
"791" "dank" 193 165
"792" "brummen" 79 73
"793" "kindspiel" 1 1
"794" "leutspiel" 1 1
"795" "krittler" 2 2
"796" "zollfrei" 1 1
"797" "wille" 271 215
"798" "gewerksweis" 1 1
"799" "verschimpfiren" 1 1
"800" "beispielsweis" 1 1
"801" "schuster" 10 7
"802" "dorf" 355 242
"803" "eng" 122 112
"804" "schuhzeug" 1 1
"805" "herumhinken" 1 1
"806" "ärgerlich" 44 43
"807" "bauer" 348 160
"808" "deut" 3 3
"809" "worunter" 4 4
"810" "ausgetüpfeltem" 1 1
"811" "hineinreden" 6 6
"812" "vorstellen" 128 122
"813" "stolz" 318 282
"814" "hammel" 2 2
"815" "vorläuten" 1 1
"816" "glock" 4 3
"817" "zeitweis" 1 1
"818" "sack" 35 34
"819" "schöb" 1 1
"820" "ausgetüpfelte" 1 1
"821" "sittenlehr" 1 1
"822" "christenthum" 10 10
"823" "sprengel" 1 1
"824" "reichen" 227 213
"825" "achsel" 83 80
"826" "gräfin" 467 172
"827" "thurnschart" 1 1
"828" "nachmachen" 8 8
"829" "umgegend" 30 27
"830" "närrisch" 47 39
"831" "bewirthschaftet" 2 2
"832" "mager" 58 55
"833" "grund" 362 313
"834" "ernten" 17 17
"835" "fechsnen" 1 1
"836" "acker" 10 9
"837" "wir's" 26 24
"838" "angericht" 1 1
"839" "unweit" 17 17
"840" "gartenweg" 2 2
"841" "frauenzimmer" 34 30
